_id,ltable_Id,rtable_Id,ltable_Site name,ltable_Address,ltable_Zip,ltable_Phone,rtable_Site name,rtable_Address,rtable_Zip,rtable_Phone
78323,2005,2361,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455, Carole Robertson,2929 W. 19th St. ,60623,5211600
78324,2005,2362,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455, Carole Robertson I/T,2929 W. 19th St. ,60623,5211600
78335,2005,1651,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455,EL HOGAR DEL NINO FCCH-ISABEL GUITERREZ,3448 W 59TH ST ,60623,4987085
78341,2005,2478,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455, Dvorak,3615 W. 16Th St. ,60623,5341690
78342,2005,2753,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455, Salvation Army La Villita,3621 W. 24th St. ,60623,7332355
78350,2005,721,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455, Gary,3740 W. 31St St. ,,5341455
78351,2005,1511,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455,"CHICAGO PUBLIC SCHOOLS GARY, JOSEPH E.",3740 W 31ST ST ,60623,5341455
78352,2005,2005,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455
78353,2005,2522,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455, Gary,3740 W. 31St St. ,60623,5341455
78354,2005,1788,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455,HULL HOUSE ASSOCIATION FCCH-SHERISSE HOLMES,4119 W 16TH ST ,60623,2355342
78355,2005,1540,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455,"CHICAGO PUBLIC SCHOOLS MASON, ROSWELL B.",4216 W 19TH ST ,60623,5341530
78356,2005,2034,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455,"Chicago Public Schools Mason, Roswell B.",4216 W. 19th St ,60623,5341530
78357,2005,2644,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455, Mason,4216 W. 19th St. ,60623,5341530
78358,2005,2575,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455," Hughes, C.",4247 W. 15Th St. ,60623,5341762
78360,2522,2310, Gary,3740 W. 31St St. ,60623,5341455, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383
78423,2522,1410, Gary,3740 W. 31St St. ,60623,5341455,CAROLE ROBERTSON CENTER FOR LEARNING CAROLE  ROBERTSON CENTER-2929,2929 W 19TH ST ,60623,5211600
78424,2522,1928, Gary,3740 W. 31St St. ,60623,5341455,"Carole Robertson Center
For Learning Carole  Robertson Center-2929",2929 W. 19th St. ,60623,5211600
78425,2522,2361, Gary,3740 W. 31St St. ,60623,5341455, Carole Robertson,2929 W. 19th St. ,60623,5211600
78426,2522,2362, Gary,3740 W. 31St St. ,60623,5341455, Carole Robertson I/T,2929 W. 19th St. ,60623,5211600
78437,2522,1651, Gary,3740 W. 31St St. ,60623,5341455,EL HOGAR DEL NINO FCCH-ISABEL GUITERREZ,3448 W 59TH ST ,60623,4987085
78443,2522,2478, Gary,3740 W. 31St St. ,60623,5341455, Dvorak,3615 W. 16Th St. ,60623,5341690
78444,2522,2753, Gary,3740 W. 31St St. ,60623,5341455, Salvation Army La Villita,3621 W. 24th St. ,60623,7332355
78452,2522,721, Gary,3740 W. 31St St. ,60623,5341455, Gary,3740 W. 31St St. ,,5341455
78453,2522,1511, Gary,3740 W. 31St St. ,60623,5341455,"CHICAGO PUBLIC SCHOOLS GARY, JOSEPH E.",3740 W 31ST ST ,60623,5341455
78454,2522,2005, Gary,3740 W. 31St St. ,60623,5341455,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455
78455,2522,2522, Gary,3740 W. 31St St. ,60623,5341455, Gary,3740 W. 31St St. ,60623,5341455
78456,2522,1788, Gary,3740 W. 31St St. ,60623,5341455,HULL HOUSE ASSOCIATION FCCH-SHERISSE HOLMES,4119 W 16TH ST ,60623,2355342
78457,2522,1540, Gary,3740 W. 31St St. ,60623,5341455,"CHICAGO PUBLIC SCHOOLS MASON, ROSWELL B.",4216 W 19TH ST ,60623,5341530
78458,2522,2034, Gary,3740 W. 31St St. ,60623,5341455,"Chicago Public Schools Mason, Roswell B.",4216 W. 19th St ,60623,5341530
78459,2522,2644, Gary,3740 W. 31St St. ,60623,5341455, Mason,4216 W. 19th St. ,60623,5341530
78460,2522,2575, Gary,3740 W. 31St St. ,60623,5341455," Hughes, C.",4247 W. 15Th St. ,60623,5341762
78463,1716,2158,GADS HILL CENTER FCCH-MARIA PADRON,3754 W 55TH ST ,60632,8388760,El Valor Teddy Bear 1,2649 W 51st St. ,60632,4760700
78464,1716,2805,GADS HILL CENTER FCCH-MARIA PADRON,3754 W 55TH ST ,60632,8388760, Teddy Bear 1,2649 W. 51st St ,60632,4760700
78468,1716,1711,GADS HILL CENTER FCCH-MARIA PADRON,3754 W 55TH ST ,60632,8388760,GADS HILL CENTER FCCH-AMELIA VALENCIA SITE,3021 W 53RD ST ,60632,2511196
78470,1716,1459,GADS HILL CENTER FCCH-MARIA PADRON,3754 W 55TH ST ,60632,8388760,CHICAGO COMMONS ASSOCIATION LOS PEQUENOS ANGELITOS,3711 W 55TH ST ,60632,2237292
78471,1716,1952,GADS HILL CENTER FCCH-MARIA PADRON,3754 W 55TH ST ,60632,8388760,"Chicago Commons
Association Los Pequenos Angelitos",3711 W 55th St ,60632,7355827
78473,1716,1716,GADS HILL CENTER FCCH-MARIA PADRON,3754 W 55TH ST ,60632,8388760,GADS HILL CENTER FCCH-MARIA PADRON,3754 W 55TH ST ,60632,8388760
78488,1716,1713,GADS HILL CENTER FCCH-MARIA PADRON,3754 W 55TH ST ,60632,8388760,GADS HILL CENTER FCCH-LUZ OROZCO SITE,4546 W 67TH ST ,60632,2511196
78503,1200,1200, YMCA of Metropolitan Chicago - Wabash YMCA,3763 S Wabash Ave ,,2850020, YMCA of Metropolitan Chicago - Wabash YMCA,3763 S Wabash Ave ,,2850020
78504,1200,1903, YMCA of Metropolitan Chicago - Wabash YMCA,3763 S Wabash Ave ,,2850020,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020
78505,1200,2291, YMCA of Metropolitan Chicago - Wabash YMCA,3763 S Wabash Ave ,,2850020,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020
78506,1200,3298, YMCA of Metropolitan Chicago - Wabash YMCA,3763 S Wabash Ave ,,2850020, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020
78522,1903,3083,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020, Centers for New Horizons Raymond School,3663 S Wabash Avenue ,60653,3735673
78523,1903,1200,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020, YMCA of Metropolitan Chicago - Wabash YMCA,3763 S Wabash Ave ,,2850020
78524,1903,1903,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020
78525,1903,2291,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020
78526,1903,3298,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020
78537,1903,1569,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020,"CHICAGO PUBLIC SCHOOLS ROBINSON, JACKIE R.",4225 S LAKE PARK AVE ,60653,5351777
78538,1903,2063,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020,"Chicago Public Schools Robinson, Jackie R.",4225 S. Lake Park Ave. ,60653,5351777
78543,1903,3009,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020, Centers for New Horizons - Effie Ellis II Center,"4301 S. Cottage Grove Ave 
",60653,5489839
78549,1903,2846,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020, Woodson South,4511 S. Evans Ave ,60653,5351280
78550,1903,2791,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020, St. Paul-Chaney Ford Child Care,4526 S. Wabash  ,60653,2858721
78551,1903,3270,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020, St. Paul-Chaney Ford Child Care,4528 S Wabash Avenue ,60653,2858721
78552,1903,1394,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-MAGGIE DRUMMOND,4301 S WABASH ,60653,3738200
78553,1903,1912,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020,"Ada S. McKinley
Community Services McKinley-Maggie Drummond",4301 S. Wabash ,60653,3738200
78554,1903,3035,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020, Ada S. McKinley Community Services - Maggie Drummond,4301 S Wabash ,60653,3738200
78571,2291,3083,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020, Centers for New Horizons Raymond School,3663 S Wabash Avenue ,60653,3735673
78572,2291,1200,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020, YMCA of Metropolitan Chicago - Wabash YMCA,3763 S Wabash Ave ,,2850020
78573,2291,1903,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020
78574,2291,2291,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020
78575,2291,3298,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020
78586,2291,1569,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020,"CHICAGO PUBLIC SCHOOLS ROBINSON, JACKIE R.",4225 S LAKE PARK AVE ,60653,5351777
78587,2291,2063,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020,"Chicago Public Schools Robinson, Jackie R.",4225 S. Lake Park Ave. ,60653,5351777
78592,2291,3009,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020, Centers for New Horizons - Effie Ellis II Center,"4301 S. Cottage Grove Ave 
",60653,5489839
78598,2291,2846,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020, Woodson South,4511 S. Evans Ave ,60653,5351280
78599,2291,2791,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020, St. Paul-Chaney Ford Child Care,4526 S. Wabash  ,60653,2858721
78600,2291,3270,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020, St. Paul-Chaney Ford Child Care,4528 S Wabash Avenue ,60653,2858721
78601,2291,1394,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-MAGGIE DRUMMOND,4301 S WABASH ,60653,3738200
78602,2291,1912,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020,"Ada S. McKinley
Community Services McKinley-Maggie Drummond",4301 S. Wabash ,60653,3738200
78603,2291,3035,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020, Ada S. McKinley Community Services - Maggie Drummond,4301 S Wabash ,60653,3738200
78619,3298,3082, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020, Centers for New Horizons Ida B. Wells,3641 S Rhodes Avenue ,60653,3733460
78620,3298,3083, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020, Centers for New Horizons Raymond School,3663 S Wabash Avenue ,60653,3735673
78621,3298,1200, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020, YMCA of Metropolitan Chicago - Wabash YMCA,3763 S Wabash Ave ,,2850020
78622,3298,1903, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020
78623,3298,2291, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020
78624,3298,3298, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020
78626,3298,3027, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020, Abraham Lincoln Centre,3858 S Cottage Grove Avenue ,60653,3736600
78627,3298,3104, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020, Chicago Youth Centers - Elliott Donnelley Center,3947 S Michigan Avenue ,60653,2683815
78631,3298,3028, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020, Abraham Lincoln Centre - Berkley Center,4210 S Berkeley Avenue ,60653,4513360
78644,3298,3029, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020, Abraham Lincoln Centre - Lincoln/King,4314 S Cottage Grove Avenue ,60653,7472310
78648,3298,2791, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020, St. Paul-Chaney Ford Child Care,4526 S. Wabash  ,60653,2858721
78649,3298,3270, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020, St. Paul-Chaney Ford Child Care,4528 S Wabash Avenue ,60653,2858721
78650,3298,1394, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-MAGGIE DRUMMOND,4301 S WABASH ,60653,3738200
78651,3298,1912, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020,"Ada S. McKinley
Community Services McKinley-Maggie Drummond",4301 S. Wabash ,60653,3738200
78652,3298,3035, YMCA Wabash,3763 S Wabash Avenue ,60653,2850020, Ada S. McKinley Community Services - Maggie Drummond,4301 S Wabash ,60653,3738200
78654,722,722, Onward Neighborhood House - ABC Day Care,3800 N Austin Ave ,,6859033, Onward Neighborhood House - ABC Day Care,3800 N Austin Ave ,,6859033
78655,722,1856, Onward Neighborhood House - ABC Day Care,3800 N Austin Ave ,,6859033,ONWARD NEIGHBORHOOD HOUSE ABC PRESCHOOL,3800 N AUSTIN AVENUE ,60634,6859033
78656,722,2250, Onward Neighborhood House - ABC Day Care,3800 N Austin Ave ,,6859033,Onward Neighborhood House ABC Preschool,3800 N. Austin Avenue ,60634,6859033
78660,1856,2392,ONWARD NEIGHBORHOOD HOUSE ABC PRESCHOOL,3800 N AUSTIN AVENUE ,60634,6859033, Chicago Academy,3400 N. Austin ,60634,5343885
78663,1856,3267,ONWARD NEIGHBORHOOD HOUSE ABC PRESCHOOL,3800 N AUSTIN AVENUE ,60634,6859033, Sr. Bonaventure Children's Center,3522 N Central Avenue ,60634,2023540
78664,1856,722,ONWARD NEIGHBORHOOD HOUSE ABC PRESCHOOL,3800 N AUSTIN AVENUE ,60634,6859033, Onward Neighborhood House - ABC Day Care,3800 N Austin Ave ,,6859033
78665,1856,1856,ONWARD NEIGHBORHOOD HOUSE ABC PRESCHOOL,3800 N AUSTIN AVENUE ,60634,6859033,ONWARD NEIGHBORHOOD HOUSE ABC PRESCHOOL,3800 N AUSTIN AVENUE ,60634,6859033
78666,1856,2250,ONWARD NEIGHBORHOOD HOUSE ABC PRESCHOOL,3800 N AUSTIN AVENUE ,60634,6859033,Onward Neighborhood House ABC Preschool,3800 N. Austin Avenue ,60634,6859033
78667,1856,2340,ONWARD NEIGHBORHOOD HOUSE ABC PRESCHOOL,3800 N AUSTIN AVENUE ,60634,6859033, Bridge,3800 N. New England ,60634,5343718
78673,2250,2392,Onward Neighborhood House ABC Preschool,3800 N. Austin Avenue ,60634,6859033, Chicago Academy,3400 N. Austin ,60634,5343885
78676,2250,3267,Onward Neighborhood House ABC Preschool,3800 N. Austin Avenue ,60634,6859033, Sr. Bonaventure Children's Center,3522 N Central Avenue ,60634,2023540
78677,2250,722,Onward Neighborhood House ABC Preschool,3800 N. Austin Avenue ,60634,6859033, Onward Neighborhood House - ABC Day Care,3800 N Austin Ave ,,6859033
78678,2250,1856,Onward Neighborhood House ABC Preschool,3800 N. Austin Avenue ,60634,6859033,ONWARD NEIGHBORHOOD HOUSE ABC PRESCHOOL,3800 N AUSTIN AVENUE ,60634,6859033
78679,2250,2250,Onward Neighborhood House ABC Preschool,3800 N. Austin Avenue ,60634,6859033,Onward Neighborhood House ABC Preschool,3800 N. Austin Avenue ,60634,6859033
78680,2250,2340,Onward Neighborhood House ABC Preschool,3800 N. Austin Avenue ,60634,6859033, Bridge,3800 N. New England ,60634,5343718
78690,2340,1856, Bridge,3800 N. New England ,60634,5343718,ONWARD NEIGHBORHOOD HOUSE ABC PRESCHOOL,3800 N AUSTIN AVENUE ,60634,6859033
78691,2340,2250, Bridge,3800 N. New England ,60634,5343718,Onward Neighborhood House ABC Preschool,3800 N. Austin Avenue ,60634,6859033
78692,2340,2340, Bridge,3800 N. New England ,60634,5343718, Bridge,3800 N. New England ,60634,5343718
78712,2806,2806, Teddy Bear 2,3800 W. 84th Street ,60652,2842141, Teddy Bear 2,3800 W. 84th Street ,60652,2842141
78734,1033,1033, Dawes,3810 W. 81st Pl. ,,5352350, Dawes,3810 W. 81st Pl. ,,5352350
78735,1033,2453, Dawes,3810 W. 81st Pl. ,,5352350, Dawes,3810 W. 81st Pl. ,60652,5352350
78753,2453,1033, Dawes,3810 W. 81st Pl. ,60652,5352350, Dawes,3810 W. 81st Pl. ,,5352350
78754,2453,2453, Dawes,3810 W. 81st Pl. ,60652,5352350, Dawes,3810 W. 81st Pl. ,60652,5352350
78755,2453,1418, Dawes,3810 W. 81st Pl. ,60652,5352350,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ILEANA GONZALEZ,4250 W 81ST ST ,60652,5211600
78775,1035,1035, Disney Magnet II,3815 N. Kedvale ,,5358650, Disney Magnet II,3815 N. Kedvale ,,5358650
78776,1035,1323, Disney Magnet II,3815 N. Kedvale ,,5358650, Disney Magnet II,3815 N. Kedvale ,,5358650
78777,1323,1035, Disney Magnet II,3815 N. Kedvale ,,5358650, Disney Magnet II,3815 N. Kedvale ,,5358650
78778,1323,1323, Disney Magnet II,3815 N. Kedvale ,,5358650, Disney Magnet II,3815 N. Kedvale ,,5358650
78785,2463,2463, Disney Magnet,3815 N. Kedvale Ave. ,60613,5345840, Disney Magnet,3815 N. Kedvale Ave. ,60613,5345840
78786,2463,2465, Disney Magnet,3815 N. Kedvale Ave. ,60613,5345840, Disney Magnet,3815 N. Kedvale Ave. ,60613,5345840
78803,2465,2463, Disney Magnet,3815 N. Kedvale Ave. ,60613,5345840, Disney Magnet,3815 N. Kedvale Ave. ,60613,5345840
78804,2465,2465, Disney Magnet,3815 N. Kedvale Ave. ,60613,5345840, Disney Magnet,3815 N. Kedvale Ave. ,60613,5345840
78815,1036,1036, Brighton Park,3825 S. Washtenaw Ave. ,,5357237, Brighton Park,3825 S. Washtenaw Ave. ,,5357237
78823,2342,2355, Brighton Park,3825 S. Washtenaw Ave. ,60632,5357235, Burroughs,3542 S. Washtenaw Ave. ,60632,5357226
78828,2342,2342, Brighton Park,3825 S. Washtenaw Ave. ,60632,5357235, Brighton Park,3825 S. Washtenaw Ave. ,60632,5357235
78830,2342,3017, Brighton Park,3825 S. Washtenaw Ave. ,60632,5357235, SGA Youth and Family Services - Program Site,"4222 S. Archer Ave.
",60632,
78831,2342,1456, Brighton Park,3825 S. Washtenaw Ave. ,60632,5357235,CHICAGO COMMONS ASSOCIATION KIDDIE GARDEN LITTLE ANGELS,4235 S KEDZIE AVE ,60632,3928199
78832,2342,1949, Brighton Park,3825 S. Washtenaw Ave. ,60632,5357235,"Chicago Commons
Association Kiddie Garden Little Angels",4235 S Kedzie Ave ,60632,3928199
78840,2342,1423, Brighton Park,3825 S. Washtenaw Ave. ,60632,5357235,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-MARIA CEPEDA,4500 S SAWYER AVE ,60632,
78846,2342,1502, Brighton Park,3825 S. Washtenaw Ave. ,60632,5357235,"CHICAGO PUBLIC SCHOOLS EDWARDS, RICHARD",4815 S KARLOV AVE ,60632,5354875
78857,724,724, Peck,3826 W. 58Th ,,5352450, Peck,3826 W. 58Th ,,5352450
78858,724,1561, Peck,3826 W. 58Th ,,5352450,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450
78864,1431,1769,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600,HENRY BOOTH HOUSE WEE WEE CENTER FOR CREATIVE,2434 W 71ST STREET ,60629,4710869
78866,1431,2994,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600," Wee Wee Center for Creative Learning, Inc.",2434 W. 71st Street  ,60629,4710869
78870,1431,2670,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600, Mother's Touch II,2547 W. 69th Street ,60629,4712532
78888,1431,3063,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600, Carole Robertson Center for Learning,2929 W 19th Street ,60623,5211600
78889,1431,3312,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600, Carole Robertson Center For Learning,2929 W 19th Street ,60623,5211600
78893,1431,3067,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600, Catholic Charities Chicago - Chicago Lawn,3001 W 59th Street ,60629,9251085
78894,1431,3313,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600, Catholic Charities Chicago - Chicago Lawn,3001 W 59th Street ,60629,9251085
78895,1431,1678,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600,EL VALOR YOUNG SCHOLARS DEV. INS.,3038 W 59TH STREET ,60629,9181944
78906,1431,3232,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600, Metropolitan Family Services Children's Center,3215 W 63rd Street ,60629,8842350
78911,1431,1431,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600
78912,1431,1561,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450
78916,1431,2055,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600,Chicago Public Schools Peck School,4026 W. 59th Street ,60629,5352450
78917,1431,2717,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600, Peck,4026 W. 59th Street ,60629,5352450
78954,1561,2216,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,Henry Booth House Wee Wee Center for Creative,2434 W 71ST St. ,60629,4710869
78956,1561,1645,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO MOTHER'S TOUCH,2501 W 71ST ST ,60629,4363177
78957,1561,2135,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,Easter Seals Society of Metropolitan Chicago Mother's Touch,2501 W 71st St ,60629,4363177
78960,1561,1666,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,EL VALOR LITTLE KIDS VILLAGE,2656 W 71ST ST ,60629,7764753
78961,1561,2150,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,El Valor Little Kids Village,2656 W. 71st St. ,60629,7764753
78962,1561,1866,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,SALVATION ARMY CREATIVE LITTLE ONES,2809 W 59TH ST ,60629,4762562
78963,1561,2260,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,Salvation Army Creative Little Ones,2809 W 59th St. ,60629,4762562
78964,1561,1437,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO CHICAGO LAWN,3001 W 59TH ST ,60629,9251085
78965,1561,1931,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,"Catholic Charities of the
Archdiocese of Chicago Chicago Lawn",3001 W. 59th St. ,60629,9251085
78970,1561,2162,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,El Valor Young Scholars Dev. Ins.,3038 W. 59th St. ,60629,9181944
78971,1561,2861,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450, Young Scholars Develop Inst,3038 W. 59th St. ,60629,9181944
78973,1561,1721,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,GADS HILL CENTER KOVE LEARNING ACADEMY,3137 W 71ST ST ,60629,4763083
78974,1561,2174,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,Gads Hill Center Kove Learning Academy,3137 W 71st St. ,60629,4763083
78975,1561,1831,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,METROPOLITAN FAMILY SERVICES MIDWAY CHILDREN'S CENTER,3215 W 63RD ST ,60629,8842350
78976,1561,2245,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,Metropolitan Family Services Midway Children's Center,3215 W. 63rd St. ,60629,8842350
78977,1561,2658,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450, Metropolitan Family Services,3215 W. 63rd St ,60629,7374790
78978,1561,2659,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450, Metropolitan Family Services 0-3,3215 W. 63rd St ,60629,7374790
78985,1561,724,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450, Peck,3826 W. 58Th ,,5352450
78986,1561,1431,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600
